age,fg2,fg2_pct,fg2a,fg3,fg3_pct,fg3a,ft,fta,g,mp,playerID,playerName,teamid,tov,year
20,33,.384,86,10,.270,37,3,5,25,353,ennisty01,"Ennis,Tyler",MIL,34,2015
27,30,.566,53,2,.400,5,24,29,38,266,evansje01,"Evans,Jeremy",UTA,5,2015
34,58,.430,135,0,.000,2,60,97,47,764,evansre01,"Evans,Reggie",SAC,45,2015
25,452,.482,938,69,.304,227,202,291,79,2690,evansty01,"Evans,Tyreke",NOP,246,2015
19,62,.408,152,83,.314,264,20,32,82,1817,exumda01,"Exum,Dante",UTA,118,2015
25,76,.547,139,0,,0,49,78,46,504,ezelife01,"Ezeli,Festus",GSW,32,2015
25,372,.511,728,1,.125,8,199,288,75,2086,farieke01,"Faried,Kenneth",DEN,118,2015
28,26,.426,61,35,.361,97,10,11,36,529,farmajo01,"Farmar,Jordan",LAC,32,2015
23,481,.527,912,1,.167,6,222,332,74,2280,favorde01,"Favors,Derrick",UTA,121,2015
30,33,.458,72,10,.294,34,12,15,29,281,feltora01,"Felton,Raymond",DAL,18,2015
26,19,.487,39,1,.500,2,5,6,26,216,fieldla01,"Fields,Landry",TOR,8,2015
22,168,.480,350,85,.378,225,107,147,58,1661,fournev01,"Fournier,Evan",ORL,82,2015
31,54,.388,139,94,.357,263,45,55,50,1087,foyera01,"Foye,Randy",DEN,60,2015
23,0,,0,1,.500,2,0,0,3,13,frankja01,"Franklin,Jamaal",DEN,3,2015
24,16,.364,44,5,.294,17,10,21,11,239,fraziti01,"Frazier,Tim",TOT,25,2015
24,10,.313,32,3,.273,11,5,15,6,171,fraziti01,"Frazier,Tim",PHI,18,2015
24,6,.500,12,2,.333,6,5,6,5,68,fraziti01,"Frazier,Tim",POR,7,2015
25,54,.458,118,9,.188,48,43,45,50,509,fredeji01,"Fredette,Jimmer",NOP,33,2015
27,74,.490,151,0,,0,21,25,48,617,freeljo01,"Freeland,Joel",POR,23,2015
31,55,.390,141,136,.393,346,31,35,75,1870,fryech01,"Frye,Channing",ORL,78,2015
26,121,.453,267,107,.355,301,171,191,59,1426,gallida01,"Gallinari,Danilo",DEN,57,2015
23,142,.424,335,62,.352,176,63,78,45,1457,gallola01,"Galloway,Langston",NYK,61,2015
33,7,.389,18,10,.222,45,1,4,14,200,garcifr01,"Garcia,Francisco",HOU,10,2015
38,142,.475,299,1,.143,7,36,45,47,952,garneke01,"Garnett,Kevin",TOT,46,2015
38,124,.461,269,1,.167,6,34,41,42,854,garneke01,"Garnett,Kevin",BRK,45,2015
38,18,.600,30,0,.000,1,2,4,5,98,garneke01,"Garnett,Kevin",MIN,1,2015
30,527,.500,1055,3,.176,17,350,440,81,2687,gasolma01,"Gasol,Marc",MEM,176,2015
34,558,.495,1127,12,.462,26,294,366,78,2681,gasolpa01,"Gasol,Pau",CHI,158,2015
28,429,.479,896,79,.359,220,337,393,68,2408,gayru01,"Gay,Rudy",SAC,183,2015
27,74,.490,151,13,.371,35,54,77,54,662,geeal01,"Gee,Alonzo",TOT,33,2015
27,56,.496,113,10,.417,24,48,65,39,511,geeal01,"Gee,Alonzo",DEN,25,2015
27,18,.474,38,3,.273,11,6,12,15,151,geeal01,"Gee,Alonzo",POR,8,2015
24,9,.333,27,9,.409,22,8,11,6,91,georgpa01,"George,Paul",IND,12,2015
29,254,.502,506,0,,0,132,184,62,1692,gibsota01,"Gibson,Taj",CHI,77,2015
37,162,.489,331,89,.345,258,147,204,70,1587,ginobma01,"Ginobili,Manu",SAS,154,2015
22,258,.607,425,0,.000,2,170,273,82,2158,goberru01,"Gobert,Rudy",UTA,111,2015
33,87,.401,217,23,.390,59,34,44,51,864,goodedr01,"Gooden,Drew",WAS,28,2015
20,67,.419,160,12,.293,41,61,83,41,535,goodwar01,"Goodwin,Archie",PHO,48,2015
19,80,.500,160,13,.271,48,44,61,47,797,gordoaa01,"Gordon,Aaron",ORL,38,2015
31,94,.475,198,35,.361,97,56,67,56,790,gordobe01,"Gordon,Ben",ORL,55,2015
24,8,.500,16,0,.000,3,1,2,9,71,gordodr01,"Gordon,Drew",PHI,8,2015
26,144,.380,379,141,.448,315,107,133,61,2018,gordoer01,"Gordon,Eric",NOP,122,2015
30,439,.569,772,0,.000,3,123,175,82,2453,gortama01,"Gortat,Marcin",WAS,100,2015
31,35,.449,78,30,.357,84,28,37,30,613,grangda01,"Granger,Danny",MIA,24,2015
20,75,.383,196,49,.314,156,114,193,65,1377,grantje01,"Grant,Jerami",PHI,85,2015
27,131,.466,281,191,.418,457,111,127,81,2312,greenda02,"Green,Danny",SAS,93,2015
24,228,.523,436,111,.337,329,132,200,79,2490,greendr01,"Green,Draymond",GSW,133,2015
23,47,.409,115,14,.298,47,10,12,43,410,greener01,"Green,Erick",DEN,14,2015
29,187,.478,391,137,.354,387,99,120,74,1446,greenge01,"Green,Gerald",PHO,104,2015
24,27,.659,41,0,.000,6,8,10,24,164,greenja01,"Green,JaMychal",TOT,14,2015
24,4,.800,5,0,.000,2,0,0,4,25,greenja01,"Green,JaMychal",SAS,2,2015
24,23,.639,36,0,.000,4,8,10,20,139,greenja01,"Green,JaMychal",MEM,12,2015
28,319,.473,675,97,.332,292,239,287,78,2454,greenje02,"Green,Jeff",TOT,108,2015
28,159,.495,321,47,.305,154,121,144,33,1093,greenje02,"Green,Jeff",BOS,56,2015
28,160,.452,354,50,.362,138,118,143,45,1361,greenje02,"Green,Jeff",MEM,52,2015
33,76,.411,185,42,.347,121,28,34,52,951,greenwi01,"Green,Willie",ORL,48,2015
25,564,.504,1119,10,.400,25,311,427,67,2356,griffbl01,"Griffin,Blake",LAC,152,2015
26,22,.579,38,0,.000,3,9,13,20,175,gutiejo01,"Gutierrez,Jorge",TOT,12,2015
26,7,.538,13,0,.000,1,2,3,10,44,gutiejo01,"Gutierrez,Jorge",BRK,3,2015
26,15,.600,25,0,.000,2,7,10,10,131,gutiejo01,"Gutierrez,Jorge",MIL,9,2015
22,38,.358,106,49,.301,163,31,36,45,687,hairspj02,"Hairston,P.J.",CHO,22,2015
24,4,.286,14,10,.476,21,0,0,14,122,hamiljo02,"Hamilton,Jordan",LAC,4,2015
24,75,.510,147,10,.323,31,39,47,41,712,hamilju01,"Hamilton,Justin",TOT,26,2015
24,21,.457,46,6,.316,19,6,7,24,289,hamilju01,"Hamilton,Justin",MIA,8,2015
24,54,.535,101,4,.333,12,33,40,17,423,hamilju01,"Hamilton,Justin",MIN,18,2015
29,85,.538,158,1,.143,7,97,139,74,1058,hansbty01,"Hansbrough,Tyler",TOR,20,2015
22,158,.435,363,121,.342,354,125,156,70,1681,hardati02,"Hardaway,Tim",NYK,82,2015
25,439,.480,915,208,.375,555,715,824,81,2981,hardeja01,"Harden,James",HOU,321,2015
21,53,.520,102,10,.179,56,22,41,45,674,harklma01,"Harkless,Maurice",ORL,27,2015
31,124,.481,258,95,.357,266,132,162,76,1685,harride01,"Harris,Devin",DAL,85,2015
20,45,.395,114,21,.204,103,35,47,55,719,harriga01,"Harris,Gary",DEN,38,2015
23,17,.472,36,31,.369,84,9,15,51,493,harrijo01,"Harris,Joe",CLE,27,2015
22,355,.500,710,87,.364,239,193,245,68,2369,harrito02,"Harris,Tobias",ORL,115,2015
34,105,.459,229,2,.200,10,45,64,62,995,hasleud01,"Haslem,Udonis",MIA,41,2015
26,108,.452,239,55,.313,176,44,68,73,1274,hawessp01,"Hawes,Spencer",LAC,61,2015
31,22,.478,46,0,,0,6,11,29,255,hayesch01,"Hayes,Chuck",TOR,8,2015
24,364,.481,757,120,.364,330,375,462,76,2618,haywago01,"Hayward,Gordon",UTA,206,2015
35,14,.467,30,0,,0,7,13,22,119,haywobr01,"Haywood,Brendan",CLE,10,2015
27,325,.457,711,45,.331,136,184,217,80,2315,hendege02,"Henderson,Gerald",CHO,110,2015
23,3,.231,13,0,,0,14,24,9,86,henryxa01,"Henry,Xavier",LAL,3,2015
24,196,.566,346,0,,0,78,137,67,1228,hensojo01,"Henson,John",MIL,87,2015
28,317,.448,708,0,.000,2,168,204,76,1926,hibbero01,"Hibbert,Roy",IND,107,2015
26,218,.477,457,0,.000,2,116,201,73,1411,hicksjj01,"Hickson,J.J.",DEN,96,2015
32,306,.513,596,1,.200,5,122,202,67,1693,hilarne01,"Hilario,Nene",WAS,124,2015
28,186,.544,342,69,.358,193,113,143,43,1267,hillge01,"Hill,George",IND,69,2015
27,354,.462,766,3,.273,11,124,168,70,1874,hilljo01,"Hill,Jordan",LAL,106,2015
23,183,.430,426,68,.327,208,159,193,82,2381,hillso01,"Hill,Solomon",IND,115,2015
34,84,.394,213,58,.345,168,35,50,66,1610,hinriki01,"Hinrich,Kirk",CHI,73,2015
24,187,.469,399,51,.378,135,65,76,40,1303,holidjr01,"Holiday,Jrue",NOP,91,2015
25,56,.444,126,35,.321,109,37,45,59,657,holidju01,"Holiday,Justin",GSW,29,2015
30,53,.646,82,0,,0,31,54,46,441,holliry01,"Hollins,Ryan",SAC,25,2015
22,93,.456,204,62,.365,170,61,80,50,1064,hoodro01,"Hood,Rodney",UTA,45,2015
28,508,.547,929,11,.306,36,107,141,76,2318,horfoal01,"Horford,Al",ATL,100,2015
29,250,.594,421,1,.500,2,143,271,41,1223,howardw01,"Howard,Dwight",HOU,115,2015
30,3,.375,8,3,.500,6,3,4,5,56,hudsole01,"Hudson,Lester",LAC,3,2015
25,63,.521,121,16,.314,51,24,29,45,742,hummero01,"Hummel,Robbie",MIN,18,2015
29,211,.481,439,0,.000,7,87,117,64,1345,humphkr01,"Humphries,Kris",WAS,46,2015
25,297,.511,581,77,.376,205,92,110,64,2116,ibakase01,"Ibaka,Serge",OKC,97,2015
31,157,.553,284,74,.349,212,68,114,77,2069,iguodan01,"Iguodala,Andre",GSW,88,2015
27,189,.515,367,74,.389,190,69,107,58,1319,ilyaser01,"Ilyasova,Ersan",MIL,45,2015
27,75,.493,152,72,.356,202,30,40,79,1673,inglejo01,"Ingles,Joe",UTA,98,2015
22,421,.491,857,157,.415,378,315,365,75,2730,irvinky01,"Irving,Kyrie",CLE,186,2015
31,320,.477,671,39,.267,146,200,227,80,2241,jackja01,"Jack,Jarrett",BRK,191,2015
24,360,.477,755,72,.299,241,181,218,77,2268,jacksre01,"Jackson,Reggie",TOT,186,2015
24,205,.490,418,44,.278,158,99,115,50,1398,jacksre01,"Jackson,Reggie",OKC,91,2015
24,155,.460,337,28,.337,83,82,103,27,870,jacksre01,"Jackson,Reggie",DET,95,2015
29,12,.444,27,0,,0,20,23,16,158,jamesbe01,"James,Bernard",DAL,6,2015
30,504,.536,940,120,.354,339,375,528,69,2493,jamesle01,"James,LeBron",CLE,272,2015
30,484,.482,1005,2,.400,5,108,165,65,1992,jeffeal01,"Jefferson,Al",CHO,68,2015
24,73,.480,152,2,.133,15,31,54,50,531,jeffeco01,"Jefferson,Cory",BRK,20,2015
34,78,.462,169,66,.426,155,78,114,74,1244,jefferi01,"Jefferson,Richard",DAL,52,2015
23,28,.596,47,21,.404,52,16,19,24,297,jenkijo01,"Jenkins,John",ATL,8,2015
25,142,.428,332,76,.360,211,120,143,41,1173,jennibr01,"Jennings,Brandon",DET,90,2015
27,115,.481,239,54,.386,140,56,66,75,1230,jerebjo01,"Jerebko,Jonas",TOT,44,2015
27,63,.516,122,28,.368,76,31,36,46,703,jerebjo01,"Jerebko,Jonas",DET,26,2015
27,52,.444,117,26,.406,64,25,30,29,527,jerebjo01,"Jerebko,Jonas",BOS,18,2015
21,6,.545,11,1,.067,15,1,1,8,51,jerregr01,"Jerrett,Grant",TOT,3,2015
21,2,.500,4,1,.077,13,0,0,5,25,jerregr01,"Jerrett,Grant",OKC,2,2015
21,4,.571,7,0,.000,2,1,1,3,26,jerregr01,"Jerrett,Grant",UTA,1,2015
27,279,.590,473,19,.413,46,79,129,75,1979,johnsam01,"Johnson,Amir",TOR,110,2015
24,34,.576,59,28,.295,95,14,16,29,526,johnsch04,"Johnson,Chris",TOT,15,2015
24,9,.429,21,10,.256,39,6,8,9,187,johnsch04,"Johnson,Chris",PHI,9,2015
24,18,.692,26,13,.342,38,6,6,12,211,johnsch04,"Johnson,Chris",UTA,6,2015
24,7,.583,12,5,.278,18,2,2,8,128,johnsch04,"Johnson,Chris",MIL,0,2015
27,227,.643,353,11,.216,51,67,102,70,1370,johnsja01,"Johnson,James",TOR,79,2015
33,325,.472,688,121,.359,337,141,176,80,2791,johnsjo02,"Johnson,Joe",BRK,137,2015
22,21,.389,54,5,.238,21,17,25,28,262,johnsni01,"Johnson,Nick",HOU,19,2015
22,52,.437,119,18,.375,48,32,47,32,603,johnsty01,"Johnson,Tyler",MIA,30,2015
27,195,.451,432,91,.351,259,90,112,76,2245,johnswe01,"Johnson,Wesley",LAL,87,2015
34,6,.353,17,0,.000,4,9,11,33,123,jonesda02,"Jones,Dahntay",LAC,1,2015
34,11,.423,26,63,.360,175,39,46,57,669,jonesja02,"Jones,James",CLE,13,2015
23,59,.476,124,14,.233,60,24,37,43,631,jonespe01,"Jones,Perry",OKC,24,2015
23,145,.553,262,13,.351,37,57,94,33,889,joneste01,"Jones,Terrence",HOU,37,2015
26,378,.713,530,1,.250,4,187,471,82,2820,jordade01,"Jordan,DeAndre",LAC,109,2015
28,50,.532,94,0,,0,38,44,44,383,jordaje01,"Jordan,Jerome",BRK,22,2015
23,191,.520,367,16,.364,44,105,143,79,1444,josepco01,"Joseph,Cory",SAS,67,2015
32,283,.515,549,0,,0,72,102,74,1398,kamanch01,"Kaman,Chris",POR,108,2015
22,466,.528,883,16,.356,45,183,234,75,2135,kanteen01,"Kanter,Enes",TOT,145,2015
22,273,.505,541,13,.317,41,93,118,49,1326,kanteen01,"Kanter,Enes",UTA,93,2015
22,193,.564,342,3,.750,4,90,116,26,809,kanteen01,"Kanter,Enes",OKC,52,2015
21,38,.475,80,16,.296,54,29,38,33,555,karasse01,"Karasev,Sergey",BRK,24,2015
23,59,.337,175,45,.336,134,79,95,52,1233,kellyry01,"Kelly,Ryan",LAL,37,2015
21,224,.465,482,0,,0,150,214,55,1587,kiddgmi01,"Kidd-Gilchrist,Michael",CHO,63,2015
25,3,.429,7,4,.308,13,4,4,4,72,kilpase01,"Kilpatrick,Sean",MIN,2,2015
33,0,.000,5,0,,0,3,4,7,36,kirilan01,"Kirilenko,Andrei",BRK,1,2015
23,1,.250,4,0,,0,2,2,5,14,kirkal01,"Kirk,Alex",CLE,0,2015
23,250,.441,567,125,.389,321,195,223,63,2035,knighbr03,"Knight,Brandon",TOT,189,2015
23,220,.448,491,104,.409,254,171,194,52,1688,knighbr03,"Knight,Brandon",MIL,166,2015
23,30,.395,76,21,.313,67,24,29,11,347,knighbr03,"Knight,Brandon",PHO,23,2015
33,71,.470,151,221,.492,449,106,118,75,2418,korveky01,"Korver,Kyle",ATL,107,2015
25,182,.508,358,0,,0,55,85,81,1348,koufoko01,"Koufos,Kosta",MEM,69,2015
24,8,.667,12,0,,0,4,4,16,72,kuzmiog01,"Kuzmic,Ognjen",GSW,5,2015
22,66,.475,139,38,.342,111,49,55,47,633,lambje01,"Lamb,Jeremy",OKC,27,2015
31,190,.515,369,0,,0,123,150,70,1192,landrca01,"Landry,Carl",SAC,54,2015
22,152,.481,316,35,.302,116,61,78,76,1865,larkish01,"Larkin,Shane",NYK,83,2015
23,33,.452,73,3,.188,16,18,28,24,268,lauvejo01,"Lauvergne,Joffrey",DEN,22,2015
19,229,.449,510,57,.341,167,149,177,77,1902,lavinza01,"LaVine,Zach",MIN,193,2015
27,334,.463,721,70,.341,205,265,363,75,2665,lawsoty01,"Lawson,Ty",DEN,185,2015
22,22,.319,69,10,.370,27,16,22,17,244,ledori01,"Ledo,Ricky",TOT,26,2015
22,0,.000,3,0,.000,3,1,2,5,11,ledori01,"Ledo,Ricky",DAL,2,2015
22,22,.333,66,10,.417,24,15,20,12,233,ledori01,"Ledo,Ricky",NYK,24,2015
29,198,.473,419,90,.402,224,111,129,77,2354,leeco01,"Lee,Courtney",MEM,78,2015
31,160,.514,311,0,.000,2,68,104,49,904,leeda02,"Lee,David",GSW,49,2015
24,0,.000,1,0,,0,0,0,1,2,leema01,"Lee,Malcolm",PHI,0,2015
21,178,.509,350,1,.333,3,73,104,69,1518,lenal01,"Len,Alex",PHO,74,2015
23,327,.519,630,67,.349,192,202,252,64,2033,leonaka01,"Leonard,Kawhi",SAS,97,2015
22,78,.586,133,47,.420,112,30,32,55,847,leoname01,"Leonard,Meyers",POR,39,2015
25,114,.467,244,7,.241,29,37,59,63,824,leuerjo01,"Leuer,Jon",MEM,35,2015
24,394,.500,788,196,.343,572,344,398,82,2925,lillada01,"Lillard,Damian",POR,222,2015
26,212,.444,478,65,.369,176,213,268,74,1907,linje01,"Lin,Jeremy",LAL,166,2015
29,198,.503,394,0,.000,2,65,91,78,1468,livinsh01,"Livingston,Shaun",GSW,102,2015
26,505,.517,977,1,.100,10,223,274,72,2100,lopezbr01,"Lopez,Brook",BRK,104,2015
26,234,.537,436,0,.000,1,98,127,59,1638,lopezro01,"Lopez,Robin",POR,73,2015
26,269,.480,560,144,.367,392,258,321,75,2532,loveke01,"Love,Kevin",CLE,122,2015
28,298,.457,652,132,.338,391,252,312,70,2414,lowryky01,"Lowry,Kyle",TOR,173,2015
25,0,.000,1,0,,0,0,0,1,6,lucaska01,"Lucas,Kalin",MEM,0,2015
32,33,.440,75,9,.310,29,5,5,21,272,lucasjo02,"Lucas III,John",DET,16,2015
24,77,.467,165,40,.315,127,25,31,55,833,macksh01,"Mack,Shelvin",ATL,49,2015
28,117,.552,212,0,,0,31,102,61,1146,mahinia01,"Mahinmi,Ian",IND,59,2015
22,10,.455,22,4,.182,22,5,16,16,208,marblde01,"Marble,Devyn",ORL,9,2015
36,107,.484,221,12,.261,46,26,34,57,1101,mariosh01,"Marion,Shawn",CLE,33,2015
23,28,.509,55,18,.391,46,8,9,28,417,marshke01,"Marshall,Kendall",MIL,35,2015
30,9,.450,20,6,.182,33,0,0,23,198,martica01,"Martin,Cartier",DET,5,2015
37,9,.409,22,0,,0,2,2,11,104,martike01,"Martin,Kenyon",MIL,3,2015
31,192,.442,434,75,.393,191,170,193,39,1302,martike02,"Martin,Kevin",MIN,76,2015
28,164,.534,307,173,.389,445,109,145,60,2024,matthwe02,"Matthews,Wesley",POR,81,2015
31,81,.422,192,0,,0,41,71,61,878,maxieja01,"Maxiell,Jason",CHO,29,2015
27,197,.465,424,99,.357,277,115,139,71,1697,mayooj01,"Mayo,O.J.",MIL,128,2015
28,189,.435,434,62,.307,202,96,163,67,1916,mbahalu01,"Mbah a Moute,Luc",PHI,99,2015
22,24,.545,44,0,,0,14,25,15,137,mcadoja01,"McAdoo,James Michael",GSW,6,2015
23,172,.479,359,34,.306,111,57,84,68,1436,mccalra01,"McCallum,Ray",SAC,85,2015
23,104,.460,226,55,.396,139,51,73,62,973,mccolcj01,"McCollum,CJ",POR,48,2015
21,129,.454,284,43,.287,150,100,133,62,1352,mcdankj01,"McDaniels,K.J.",TOT,105,2015
21,124,.456,272,43,.293,147,99,131,52,1319,mcdankj01,"McDaniels,K.J.",PHI,104,2015
21,5,.417,12,0,.000,3,1,2,10,33,mcdankj01,"McDaniels,K.J.",HOU,1,2015
23,30,.455,66,13,.317,41,10,15,36,321,mcderdo01,"McDermott,Doug",CHI,17,2015
22,88,.540,163,0,.000,2,25,40,32,485,mcgarmi01,"McGary,Mitch",OKC,31,2015
27,42,.532,79,0,,0,22,33,23,256,mcgeeja01,"McGee,JaVale",TOT,18,2015
27,34,.557,61,0,,0,20,29,17,195,mcgeeja01,"McGee,JaVale",DEN,13,2015
27,8,.444,18,0,,0,2,4,6,61,mcgeeja01,"McGee,JaVale",PHI,5,2015
21,223,.507,440,140,.358,391,130,160,82,2670,mclembe01,"McLemore,Ben",SAC,138,2015
27,2,.222,9,1,.500,2,2,2,6,36,mcneaje01,"McNeal,Jerel",PHO,5,2015
27,20,.588,34,8,.421,19,8,13,17,296,mcrobjo01,"McRoberts,Josh",MIA,22,2015
27,148,.460,322,74,.349,212,145,160,60,1462,meeksjo01,"Meeks,Jodie",DET,57,2015
26,3,.176,17,0,.000,3,0,0,4,43,mekelga01,"Mekel,Gal",NOP,2,2015
23,297,.494,601,109,.407,268,134,156,79,2378,middlkh01,"Middleton,Khris",MIL,113,2015
27,175,.459,381,154,.345,446,130,161,70,1841,milescj01,"Miles,C.J.",IND,73,2015
38,138,.539,256,7,.206,34,58,77,81,1253,millean02,"Miller,Andre",TOT,104,2015
38,76,.567,134,1,.125,8,28,39,51,631,millean02,"Miller,Andre",WAS,46,2015
38,62,.508,122,6,.231,26,30,38,30,622,millean02,"Miller,Andre",SAC,58,2015
24,1,.167,6,0,.000,1,0,0,5,43,milleda01,"Miller,Darius",NOP,1,2015
34,5,.313,16,32,.327,98,3,4,52,701,millemi01,"Miller,Mike",CLE,23,2015
22,6,.300,20,3,.167,18,8,11,10,119,millequ01,"Miller,Quincy",TOT,5,2015
22,3,.273,11,1,.143,7,8,11,6,61,millequ01,"Miller,Quincy",SAC,3,2015
22,3,.333,9,2,.182,11,0,0,4,58,millequ01,"Miller,Quincy",DET,2,2015
26,66,.429,154,62,.341,182,33,40,51,801,millspa02,"Mills,Patty",SAS,35,2015
27,53,.358,148,28,.311,90,58,86,47,924,millsel01,"Millsap,Elijah",UTA,67,2015
29,366,.513,714,77,.356,216,255,337,73,2390,millspa01,"Millsap,Paul",ATL,166,2015
23,154,.495,311,99,.316,313,228,284,82,1654,mirotni01,"Mirotic,Nikola",CHI,89,2015
37,13,.433,30,0,,0,1,3,23,128,mohamna01,"Mohammed,Nazr",CHI,7,2015
24,423,.496,853,0,,0,252,336,69,2137,monrogr01,"Monroe,Greg",DET,149,2015
25,49,.485,101,13,.342,38,12,20,56,504,mooreet01,"Moore,E'Twaun",CHI,14,2015
23,1,1.000,1,0,,0,0,0,3,2,moreler01,"Moreland,Eric",SAC,0,2015
24,29,.397,73,7,.212,33,4,9,38,299,morrida01,"Morris,Darius",BRK,21,2015
25,219,.487,450,112,.358,313,71,113,81,2045,morrima03,"Morris,Marcus",PHO,73,2015
25,455,.494,921,57,.318,179,177,232,82,2581,morrima02,"Morris,Markieff",PHO,170,2015
29,144,.497,290,141,.434,325,79,89,74,1806,morroan01,"Morrow,Anthony",OKC,38,2015
24,304,.536,567,49,.368,133,100,166,71,2037,motiedo01,"Motiejunas,Donatas",HOU,123,2015
28,312,.557,560,2,.333,6,155,216,81,2045,mozgoti01,"Mozgov,Timofey",TOT,116,2015
28,115,.509,226,2,.333,6,63,86,35,897,mozgoti01,"Mozgov,Timofey",DEN,47,2015
28,197,.590,334,0,,0,92,130,46,1148,mozgoti01,"Mozgov,Timofey",CLE,69,2015
22,174,.503,346,20,.392,51,104,145,38,866,muhamsh01,"Muhammad,Shabazz",MIN,35,2015
25,2,.400,5,0,,0,2,2,5,18,murryto01,"Murry,Toure'",TOT,4,2015
25,0,.000,1,0,,0,0,0,1,1,murryto01,"Murry,Toure'",UTA,0,2015
25,2,.500,4,0,,0,2,2,4,17,murryto01,"Murry,Toure'",WAS,4,2015
23,74,.574,129,9,.409,22,22,25,40,502,muscami01,"Muscala,Mike",ATL,21,2015
23,44,.400,110,43,.364,118,44,56,51,1012,napiesh01,"Napier,Shabazz",MIA,81,2015
30,138,.407,339,50,.305,164,117,135,54,1193,nealga01,"Neal,Gary",TOT,65,2015
30,104,.392,265,39,.293,133,88,102,43,931,nealga01,"Neal,Gary",CHO,55,2015
30,34,.459,74,11,.355,31,29,33,11,262,nealga01,"Neal,Gary",MIN,10,2015
32,116,.472,246,89,.345,258,24,36,63,1407,nelsoja01,"Nelson,Jameer",TOT,109,2015
32,23,.383,60,38,.369,103,7,8,23,584,nelsoja01,"Nelson,Jameer",DAL,39,2015
32,4,.250,16,5,.200,25,6,9,6,121,nelsoja01,"Nelson,Jameer",BOS,9,2015
32,89,.524,170,46,.354,130,11,19,34,702,nelsoja01,"Nelson,Jameer",DEN,61,2015
25,70,.470,149,13,.317,41,15,25,40,492,nichoan01,"Nicholson,Andrew",ORL,24,2015
29,190,.447,425,0,.000,2,105,174,67,2049,noahjo01,"Noah,Joakim",CHI,123,2015
20,302,.462,653,0,,0,140,230,75,2311,noelne01,"Noel,Nerlens",PHI,146,2015
22,2,.250,8,0,,0,2,4,6,23,noguelu01,"Nogueira,Lucas",TOR,2,2015
31,3,.375,8,19,.396,48,0,2,35,197,novakst01,"Novak,Steve",TOT,5,2015
31,0,.000,2,16,.485,33,0,2,22,109,novakst01,"Novak,Steve",UTA,3,2015
31,3,.500,6,3,.200,15,0,0,13,88,novakst01,"Novak,Steve",OKC,2,2015
36,383,.486,788,104,.380,274,255,289,77,2282,nowitdi01,"Nowitzki,Dirk",DAL,82,2015
20,171,.449,381,0,.000,2,84,132,62,1103,nurkiju01,"Nurkic,Jusuf",DEN,86,2015
21,44,.367,120,0,,0,12,27,34,368,obryajo01,"O'Bryant,Johnny",MIL,25,2015
24,107,.538,199,12,.279,43,44,57,51,824,oquinky01,"O'Quinn,Kyle",ORL,55,2015
22,389,.464,838,84,.339,248,262,320,72,2573,oladivi01,"Oladipo,Victor",ORL,204,2015
23,190,.538,353,61,.349,175,93,136,64,1423,olynyke01,"Olynyk,Kelly",BOS,98,2015
27,12,.857,14,0,,0,3,8,6,68,onuakar01,"Onuaku,Arinze",MIN,2,2015
30,240,.456,526,0,.000,3,126,160,73,1730,pachuza01,"Pachulia,Zaza",MIL,133,2015
24,38,.418,91,31,.292,106,13,18,43,795,papanko01,"Papanikolaou,Kostas",HOU,55,2015
35,6,.462,13,9,.409,22,2,2,9,73,pargoja01,"Pargo,Jannero",CHO,3,2015
19,125,.506,247,4,.250,16,46,66,25,738,parkeja01,"Parker,Jabari",MIL,47,2015
32,366,.493,743,38,.427,89,130,166,68,1953,parketo01,"Parker,Tony",SAS,146,2015
26,251,.521,482,132,.380,347,139,193,66,2186,parsoch01,"Parsons,Chandler",DAL,96,2015
25,135,.536,252,105,.371,283,63,80,81,2156,pattepa01,"Patterson,Patrick",TOR,54,2015
29,429,.523,821,139,.398,349,289,321,82,2857,paulch01,"Paul,Chris",LAC,190,2015
23,90,.427,211,1,.111,9,30,46,32,739,paynead01,"Payne,Adreian",TOT,44,2015
23,2,.333,6,0,.000,1,1,2,3,19,paynead01,"Payne,Adreian",ATL,0,2015
23,88,.429,205,1,.125,8,29,44,29,720,paynead01,"Payne,Adreian",MIN,44,2015
20,290,.435,666,11,.262,42,118,214,82,2489,paytoel01,"Payton,Elfrid",ORL,203,2015
29,139,.424,328,0,,0,108,129,31,815,pekovni01,"Pekovic,Nikola",MIN,42,2015
30,102,.451,226,0,.000,1,42,83,68,1148,perkike01,"Perkins,Kendrick",TOT,95,2015
30,82,.443,185,0,.000,1,38,75,51,981,perkike01,"Perkins,Kendrick",OKC,74,2015
30,20,.488,41,0,,0,4,8,17,167,perkike01,"Perkins,Kendrick",CLE,21,2015
37,175,.496,353,118,.389,303,164,210,73,1914,piercpa01,"Pierce,Paul",WAS,92,2015
24,280,.576,486,0,.000,3,157,317,82,1743,plumlma01,"Plumlee,Mason",BRK,106,2015
26,136,.535,254,0,,0,22,46,73,1194,plumlmi01,"Plumlee,Miles",TOT,51,2015
26,107,.549,195,0,,0,19,38,54,1005,plumlmi01,"Plumlee,Miles",PHO,45,2015
26,29,.492,59,0,,0,3,8,19,189,plumlmi01,"Plumlee,Miles",MIL,6,2015
26,97,.478,203,91,.373,244,71,96,75,1793,pondequ01,"Pondexter,Quincy",TOT,51,2015
26,31,.500,62,17,.233,73,21,30,30,540,pondequ01,"Pondexter,Quincy",MEM,10,2015
26,66,.468,141,74,.433,171,50,66,45,1253,pondequ01,"Pondexter,Quincy",NOP,41,2015
