age,fg2,fg2_pct,fg2a,fg3,fg3_pct,fg3a,ft,fta,g,mp,playerID,playerName,teamid,tov,year
24,82,.506,162,0,.000,3,30,47,39,551,hilljo01,"Hill,Jordan",TOT,31,2012
24,68,.515,132,0,.000,3,25,39,32,469,hilljo01,"Hill,Jordan",HOU,24,2012
24,14,.467,30,0,,0,5,8,7,82,hilljo01,"Hill,Jordan",LAL,7,2012
31,75,.472,159,47,.346,136,25,32,48,1237,hinriki01,"Hinrich,Kirk",ATL,58,2012
24,2,.286,7,0,.000,6,0,0,5,39,hobsoda01,"Hobson,Darington",MIL,2,2012
21,295,.445,663,65,.380,171,94,120,65,2196,holidjr01,"Holiday,Jrue",PHI,135,2012
27,46,.548,84,0,,0,39,75,39,522,holliry01,"Hollins,Ryan",TOT,35,2012
27,28,.500,56,0,,0,33,55,24,362,holliry01,"Hollins,Ryan",CLE,24,2012
27,18,.643,28,0,,0,6,20,15,160,holliry01,"Hollins,Ryan",BOS,11,2012
21,7,.333,21,1,.333,3,3,5,15,88,honeyty01,"Honeycutt,Tyler",SAC,2,2012
25,57,.559,102,0,.000,1,22,30,11,348,horfoal01,"Horford,Al",ATL,16,2012
23,1,.333,3,0,.000,1,3,4,8,22,hornede01,"Horner,Dennis",NJN,1,2012
26,416,.579,719,0,.000,7,281,572,54,2070,howardw01,"Howard,Dwight",ORL,175,2012
31,135,.417,324,9,.243,37,75,97,43,991,howarjo01,"Howard,Josh",UTA,53,2012
38,17,.309,55,0,,0,8,10,28,190,howarju01,"Howard,Juwan",MIA,20,2012
27,46,.469,98,16,.250,64,34,41,16,334,hudsole01,"Hudson,Lester",TOT,32,2012
27,44,.489,90,15,.246,61,32,38,13,314,hudsole01,"Hudson,Lester",CLE,30,2012
27,2,.250,8,1,.333,3,2,3,3,20,hudsole01,"Hudson,Lester",MEM,2,2012
33,4,.267,15,1,.143,7,1,2,9,114,hughela01,"Hughes,Larry",ORL,12,2012
26,323,.481,671,0,,0,209,278,62,2162,humphkr01,"Humphries,Kris",NJN,119,2012
22,261,.536,487,1,.333,3,78,118,66,1792,ibakase01,"Ibaka,Serge",OKC,79,2012
28,211,.481,439,76,.394,193,121,196,62,2209,iguodan01,"Iguodala,Andre",PHI,115,2012
24,243,.501,485,51,.455,112,143,183,60,1655,ilyaser01,"Ilyasova,Ersan",MIL,76,2012
19,277,.491,564,73,.399,183,171,196,51,1558,irvinky01,"Irving,Kyrie",CLE,160,2012
30,8,.400,20,18,.340,53,1,8,34,354,iveyro01,"Ivey,Royal",OKC,9,2012
28,227,.482,471,39,.348,112,129,148,45,1530,jackja01,"Jack,Jarrett",NOH,106,2012
21,38,.392,97,13,.210,62,25,29,45,501,jacksre01,"Jackson,Reggie",OKC,36,2012
33,110,.431,255,49,.288,170,94,114,47,1212,jacksst02,"Jackson,Stephen",TOT,103,2012
33,67,.409,164,30,.278,108,50,60,26,712,jacksst02,"Jackson,Stephen",MIL,66,2012
33,43,.473,91,19,.306,62,44,54,21,500,jacksst02,"Jackson,Stephen",SAS,37,2012
24,13,.382,34,0,.000,1,8,12,7,170,jamesda01,"James,Damion",NJN,12,2012
27,567,.556,1020,54,.362,149,387,502,62,2326,jamesle01,"James,LeBron",MIA,213,2012
36,14,.359,39,6,.600,10,7,8,11,120,jamesmi01,"James,Mike",CHI,14,2012
35,330,.425,777,91,.341,267,185,271,65,2151,jamisan01,"Jamison,Antawn",CLE,90,2012
27,515,.493,1044,1,.250,4,137,177,61,2075,jeffeal01,"Jefferson,Al",UTA,62,2012
31,90,.411,219,113,.420,269,59,85,63,1748,jefferi01,"Jefferson,Richard",TOT,50,2012
31,52,.403,129,80,.421,190,35,50,41,1168,jefferi01,"Jefferson,Richard",SAS,32,2012
31,38,.422,90,33,.418,79,24,35,22,580,jefferi01,"Jefferson,Richard",GSW,18,2012
30,56,.438,128,3,.188,16,49,72,39,729,jeffrja01,"Jeffries,Jared",NYK,29,2012
22,127,.469,271,3,.150,20,34,39,51,893,jenkich01,"Jenkins,Charles",GSW,60,2012
22,340,.464,733,129,.332,388,193,239,66,2331,jennibr01,"Jennings,Brandon",MIL,146,2012
24,180,.519,347,32,.302,106,100,124,64,1468,jerebjo01,"Jerebko,Jonas",DET,66,2012
24,28,.389,72,3,.300,10,14,21,30,203,jianlyi01,"Jianlian,Yi",DAL,14,2012
24,194,.579,335,2,.400,5,58,84,64,1553,johnsam01,"Johnson,Amir",TOR,94,2012
22,19,.475,40,1,.333,3,6,6,9,124,johnsar02,"Johnson,Armon",TOT,6,2012
22,1,1.000,1,0,,0,0,0,1,5,johnsar02,"Johnson,Armon",POR,1,2012
22,18,.462,39,1,.333,3,6,6,8,119,johnsar02,"Johnson,Armon",NJN,5,2012
29,7,.350,20,4,.267,15,1,3,15,119,johnsca01,"Johnson,Carldell",NOH,7,2012
26,20,.488,41,0,,0,15,19,27,175,johnsch03,"Johnson,Chris",TOT,15,2012
26,11,.478,23,0,,0,10,12,20,93,johnsch03,"Johnson,Chris",POR,7,2012
26,9,.500,18,0,,0,5,7,7,82,johnsch03,"Johnson,Chris",NOH,8,2012
27,139,.517,269,2,.333,6,72,100,56,934,johnsiv01,"Johnson,Ivan",ATL,69,2012
22,54,.446,121,0,,0,6,9,36,298,johnsja02,"Johnson,JaJuan",BOS,14,2012
24,214,.467,458,19,.317,60,81,115,62,1561,johnsja01,"Johnson,James",TOR,101,2012
30,298,.489,609,125,.388,322,158,186,60,2127,johnsjo02,"Johnson,Joe",ATL,116,2012
27,8,.571,14,0,,0,5,5,11,61,johnstr01,"Johnson,Trey",NOH,5,2012
24,105,.461,228,53,.314,169,24,34,65,1469,johnswe01,"Johnson,Wesley",MIN,60,2012
31,82,.402,204,33,.429,77,83,99,65,1052,jonesda02,"Jones,Dahntay",IND,46,2012
23,28,.431,65,1,.125,8,29,37,33,268,jonesdo02,"Jones,Dominique",DAL,28,2012
31,11,.306,36,46,.404,114,25,30,51,666,jonesja02,"Jones,James",MIA,10,2012
27,24,.393,61,0,,0,19,23,21,292,jonesso01,"Jones,Solomon",TOT,18,2012
27,1,.125,8,0,,0,4,5,10,96,jonesso01,"Jones,Solomon",LAC,5,2012
27,23,.434,53,0,,0,15,18,11,196,jonesso01,"Jones,Solomon",NOH,13,2012
23,206,.634,325,0,.000,1,74,141,66,1798,jordade01,"Jordan,DeAndre",LAC,74,2012
25,17,.515,33,0,,0,8,10,21,108,jordaje01,"Jordan,Jerome",NYK,2,2012
20,19,.345,55,3,.200,15,11,17,29,266,josepco01,"Joseph,Cory",SAS,12,2012
29,266,.446,597,0,,0,84,107,47,1372,kamanch01,"Kaman,Chris",NOH,129,2012
19,117,.498,235,0,.000,1,70,105,66,874,kanteen01,"Kanter,Enes",UTA,54,2012
30,13,.464,28,8,.296,27,4,4,27,269,kaponja01,"Kapono,Jason",LAL,6,2012
22,3,.375,8,2,.500,4,0,2,2,59,kennedj01,"Kennedy,D.J.",CLE,3,2012
38,20,.400,50,79,.354,223,22,28,48,1379,kiddja01,"Kidd,Jason",DAL,91,2012
27,103,.446,231,62,.346,179,81,100,49,1057,kleizli01,"Kleiza,Linas",TOR,64,2012
20,214,.434,493,105,.380,276,104,137,66,2129,knighbr03,"Knight,Brandon",DET,171,2012
30,60,.426,141,118,.435,271,55,66,65,1469,korveky01,"Korver,Kyle",CHI,53,2012
22,115,.599,192,0,,0,33,55,48,792,koufoko01,"Koufos,Kosta",DEN,33,2012
28,182,.507,359,0,.000,3,147,184,41,999,landrca01,"Landry,Carl",NOH,64,2012
24,301,.531,567,73,.365,200,178,216,61,2124,lawsoty01,"Lawson,Ty",DEN,149,2012
26,164,.452,363,87,.401,217,71,86,58,1757,leeco01,"Lee,Courtney",HOU,64,2012
28,464,.506,917,0,.000,5,219,280,57,2121,leeda02,"Lee,David",GSW,149,2012
21,21,.429,49,2,.200,10,14,17,19,243,leema01,"Lee,Malcolm",MIN,17,2012
20,158,.536,295,41,.376,109,68,88,64,1534,leonaka01,"Leonard,Kawhi",SAS,44,2012
21,5,.357,14,0,,0,4,9,10,45,leslitr01,"Leslie,Travis",LAC,2,2012
22,94,.516,182,3,.333,9,21,28,46,555,leuerjo01,"Leuer,Jon",MIL,18,2012
32,69,.448,154,16,.239,67,31,37,28,729,lewisra02,"Lewis,Rashard",WAS,32,2012
23,12,.571,21,0,.000,4,9,19,17,115,liggide01,"Liggins,DeAndre",ORL,10,2012
23,147,.477,308,24,.320,75,146,183,35,940,linje01,"Lin,Jeremy",NYK,126,2012
26,125,.466,268,2,.667,3,62,79,58,1092,livinsh01,"Livingston,Shaun",MIL,66,2012
23,38,.494,77,0,,0,20,32,5,136,lopezbr01,"Lopez,Brook",NJN,6,2012
23,124,.461,269,0,,0,100,140,64,895,lopezro01,"Lopez,Robin",PHO,43,2012
23,369,.475,777,105,.372,282,379,460,55,2145,loveke01,"Love,Kevin",MIN,128,2012
25,131,.434,302,79,.374,211,171,198,47,1510,lowryky01,"Lowry,Kyle",HOU,130,2012
29,88,.404,218,55,.393,140,28,32,49,726,lucasjo02,"Lucas III,John",CHI,42,2012
21,76,.427,178,12,.286,42,42,59,64,779,macksh01,"Mack,Shelvin",WAS,48,2012
25,19,.543,35,0,,0,8,14,23,135,macklve01,"Macklin,Vernon",DET,3,2012
32,115,.375,307,24,.364,66,178,208,32,881,maggeco01,"Maggette,Corey",CHA,59,2012
33,17,.378,45,0,,0,7,27,34,374,magloja01,"Magloire,Jamaal",TOR,22,2012
25,130,.549,237,0,.000,1,94,147,61,1139,mahinia01,"Mahinmi,Ian",DAL,50,2012
33,268,.464,578,20,.294,68,74,93,63,1919,mariosh01,"Marion,Shawn",DAL,98,2012
27,30,.508,59,29,.387,75,11,19,17,391,martica01,"Martin,Cartier",WAS,13,2012
34,94,.454,207,3,.231,13,20,54,42,940,martike01,"Martin,Kenyon",LAC,32,2012
28,144,.462,312,78,.347,225,160,179,40,1264,martike02,"Martin,Kevin",HOU,70,2012
31,44,.423,104,59,.383,154,21,27,52,697,masonro01,"Mason,Roger",WAS,32,2012
25,185,.434,426,129,.383,337,147,171,66,2228,matthwe02,"Matthews,Wesley",POR,73,2012
28,183,.480,381,0,.000,2,58,106,65,1466,maxieja01,"Maxiell,Jason",DET,71,2012
24,8,.364,22,6,.353,17,4,4,9,137,maynoer01,"Maynor,Eric",OKC,11,2012
24,200,.434,461,100,.364,275,133,172,66,1771,mayooj01,"Mayo,O.J.",MEM,124,2012
25,132,.514,257,1,.250,4,66,103,43,1009,mbahalu01,"Mbah a Moute,Luc",MIL,39,2012
24,307,.556,552,0,,0,77,167,61,1535,mcgeeja01,"McGee,JaVale",TOT,87,2012
24,214,.535,400,0,,0,58,116,41,1124,mcgeeja01,"McGee,JaVale",WAS,68,2012
24,93,.612,152,0,,0,19,51,20,411,mcgeeja01,"McGee,JaVale",DEN,19,2012
32,86,.434,198,15,.455,33,56,83,52,837,mcgratr01,"McGrady,Tracy",ATL,53,2012
26,94,.456,206,0,.000,4,39,53,64,1127,mcguido01,"McGuire,Dominic",GSW,56,2012
24,53,.477,111,3,.429,7,23,36,50,718,mcrobjo01,"McRoberts,Josh",LAL,31,2012
24,94,.468,201,97,.365,266,77,85,66,1644,meeksjo01,"Meeks,Jodie",PHI,29,2012
24,131,.416,315,46,.307,150,108,136,56,1145,milescj01,"Miles,C.J.",UTA,53,2012
26,59,.454,130,0,,0,16,37,29,472,milicda01,"Milicic,Darko",MIN,32,2012
35,224,.478,469,18,.217,83,137,169,66,1809,millean02,"Miller,Andre",DEN,177,2012
35,2,.167,12,7,.467,15,10,12,15,146,millebr01,"Miller,Brad",MIN,12,2012
31,38,.413,92,53,.453,117,2,5,39,752,millemi01,"Miller,Mike",MIA,30,2012
23,39,.527,74,24,.429,56,15,15,16,261,millspa02,"Mills,Patty",SAS,26,2012
26,419,.505,830,7,.226,31,202,255,64,2100,millspa01,"Millsap,Paul",UTA,112,2012
34,79,.470,168,0,.000,1,13,23,63,692,mohamna01,"Mohammed,Nazr",OKC,26,2012
21,407,.522,780,0,.000,1,201,272,66,2082,monrogr01,"Monroe,Greg",DET,161,2012
31,5,.357,14,2,.200,10,2,2,8,123,moonja01,"Moon,Jamario",CHA,8,2012
22,26,.382,68,17,.378,45,7,7,38,331,mooreet01,"Moore,E'Twaun",BOS,21,2012
36,9,.450,20,0,,0,6,7,7,118,mooremi01,"Moore,Mikki",GSW,7,2012
21,14,.424,33,4,.444,9,6,9,19,169,morrida01,"Morris,Darius",LAL,19,2012
22,14,.378,37,2,.118,17,6,8,17,126,morrima03,"Morris,Marcus",HOU,4,2012
22,131,.420,312,43,.347,124,76,106,63,1227,morrima02,"Morris,Markieff",PHO,70,2012
26,166,.446,372,106,.371,286,97,104,62,1636,morroan01,"Morrow,Anthony",NJN,70,2012
25,100,.526,190,0,,0,39,57,44,687,mozgoti01,"Mozgov,Timofey",DEN,53,2012
22,239,.443,540,12,.235,51,92,112,65,1465,mulleby01,"Mullens,Byron",CHA,74,2012
31,49,.471,104,28,.418,67,6,9,59,956,murphtr01,"Murphy,Troy",LAL,26,2012
25,0,.000,1,0,,0,0,0,3,3,ndiayha01,"N'Diaye,Hamady",WAS,0,2012
35,16,.457,35,8,.276,29,2,4,22,270,najered01,"Najera,Eduardo",CHA,7,2012
37,240,.580,414,55,.390,141,127,142,62,1961,nashst01,"Nash,Steve",PHO,229,2012
27,129,.448,288,83,.419,198,50,64,56,1206,nealga01,"Neal,Gary",SAS,60,2012
29,172,.459,375,87,.377,231,71,88,57,1706,nelsoja01,"Nelson,Jameer",ORL,135,2012
26,249,.509,489,0,.000,1,154,206,64,1945,noahjo01,"Noah,Joakim",CHI,92,2012
32,4,.286,14,1,.167,6,6,11,11,56,nocioan01,"Nocioni,Andres",PHI,5,2012
28,28,.509,55,133,.472,282,22,26,54,1020,novakst01,"Novak,Steve",NYK,21,2012
33,395,.481,822,78,.368,212,318,355,62,2079,nowitdi01,"Nowitzki,Dirk",DAL,117,2012
33,52,.433,120,0,,0,21,31,25,570,onealje01,"O'Neal,Jermaine",BOS,21,2012
32,95,.399,238,28,.252,111,58,98,50,1027,odomla01,"Odom,Lamar",DAL,52,2012
29,114,.533,214,0,,0,38,74,27,781,okafoem01,"Okafor,Emeka",NOH,37,2012
32,29,.433,67,23,.319,72,3,5,17,454,okurme01,"Okur,Mehmet",NJN,25,2012
21,17,.586,29,0,.000,1,11,25,16,187,ortonda01,"Orton,Daniel",ORL,7,2012
27,44,.383,115,16,.267,60,31,46,39,500,outlatr01,"Outlaw,Travis",SAC,20,2012
29,2,.333,6,2,.400,5,3,4,7,75,owensla01,"Owens,Larry",NJN,2,2012
27,169,.499,339,0,,0,117,158,58,1640,pachuza01,"Pachulia,Zaza",ATL,81,2012
32,52,.452,115,53,.384,138,19,20,50,671,pargoja01,"Pargo,Jannero",ATL,49,2012
25,40,.357,112,10,.263,38,16,27,44,424,pargoje01,"Pargo,Jeremy",MEM,46,2012
36,91,.484,188,50,.362,138,35,56,51,1280,parkean01,"Parker,Anthony",CLE,50,2012
29,413,.498,829,14,.230,61,227,284,60,1923,parketo01,"Parker,Tony",SAS,153,2012
23,188,.507,371,60,.337,178,43,78,63,1804,parsoch01,"Parsons,Chandler",HOU,81,2012
22,225,.443,508,0,.000,3,40,57,64,1483,pattepa01,"Patterson,Patrick",HOU,49,2012
26,346,.511,677,79,.371,213,260,302,60,2181,paulch01,"Paul,Chris",LAC,124,2012
28,33,.471,70,17,.293,58,3,8,45,527,pavloal01,"Pavlovic,Sasha",BOS,20,2012
26,256,.564,454,0,,0,139,187,47,1264,pekovni01,"Pekovic,Nikola",MIN,87,2012
27,128,.489,262,0,,0,73,112,65,1744,perkike01,"Perkins,Kendrick",OKC,118,2012
26,108,.417,259,1,1.000,1,31,37,59,920,petrojo01,"Petro,Johan",NJN,38,2012
34,294,.476,617,100,.366,273,293,344,61,2075,piercpa01,"Pierce,Paul",BOS,173,2012
29,43,.489,88,61,.335,182,20,31,42,921,pietrmi01,"Pietrus,Mickael",BOS,33,2012
23,44,.468,94,0,,0,18,28,35,301,pittmde01,"Pittman,Dexter",MIA,17,2012
23,86,.518,166,22,.301,73,33,53,64,1002,pondequ01,"Pondexter,Quincy",MEM,30,2012
25,33,.384,86,26,.295,88,28,35,44,568,priceaj01,"Price,A.J.",IND,32,2012
28,36,.419,86,13,.295,44,20,25,36,517,pricero01,"Price,Ronnie",PHO,46,2012
31,299,.431,694,37,.356,104,89,115,63,2087,princta01,"Prince,Tayshaun",DET,74,2012
32,22,.458,48,0,,0,11,18,27,449,przybjo01,"Przybilla,Joel",POR,22,2012
31,24,.387,62,50,.370,135,22,29,49,755,radmavl01,"Radmanovic,Vladimir",ATL,35,2012
22,94,.472,199,0,.000,1,64,84,34,517,randoan01,"Randolph,Anthony",MIN,40,2012
30,130,.469,277,2,.250,8,58,88,28,735,randoza01,"Randolph,Zach",MEM,40,2012
32,102,.447,228,42,.318,132,88,111,51,770,reddmi01,"Redd,Michael",PHO,37,2012
27,136,.430,316,112,.418,268,143,157,65,1765,redicjj01,"Redick,J.J.",ORL,68,2012
25,4,.800,5,0,,0,0,0,5,17,reidry01,"Reid,Ryan",OKC,1,2012
31,141,.442,319,102,.368,277,41,69,54,1591,richaja01,"Richardson,Jason",ORL,60,2012
31,32,.421,76,42,.347,121,25,30,48,866,richaqu01,"Richardson,Quentin",ORL,29,2012
30,193,.485,398,49,.322,152,106,119,53,1750,ridnolu01,"Ridnour,Luke",MIN,96,2012
27,139,.459,303,66,.365,181,94,113,51,1192,robinna01,"Robinson,Nate",GSW,75,2012
25,246,.464,530,10,.238,42,108,181,53,1957,rondora01,"Rondo,Rajon",BOS,193,2012
23,248,.475,522,54,.312,173,194,239,39,1375,rosede01,"Rose,Derrick",CHI,119,2012
21,107,.363,295,32,.340,94,126,157,41,1404,rubiori01,"Rubio,Ricky",MIN,131,2012
26,136,.544,250,99,.452,219,65,82,65,1717,rushbr01,"Rush,Brandon",GSW,68,2012
29,29,.354,82,4,.308,13,14,22,28,357,russewa02,"Russell,Walker",DET,33,2012
32,108,.464,233,33,.295,112,29,45,46,1250,salmojo01,"Salmons,John",SAC,45,2012
23,105,.455,231,0,,0,82,117,54,825,samuesa01,"Samuels,Samardo",CLE,56,2012
23,84,.462,182,0,.000,2,18,38,52,643,sandela01,"Sanders,Larry",MIL,43,2012
33,13,.565,23,1,.143,7,3,6,28,122,scalabr01,"Scalabrine,Brian",CHI,9,2012
31,436,.493,885,0,.000,3,153,198,66,2067,scolalu01,"Scola,Luis",HOU,153,2012
27,36,.429,84,31,.437,71,38,43,42,914,sefolth01,"Sefolosha,Thabo",OKC,40,2012
20,23,.404,57,2,.133,15,11,14,28,237,selbyjo01,"Selby,Josh",MEM,29,2012
22,203,.533,381,0,.000,1,47,70,57,1176,serapke01,"Seraphin,Kevin",WAS,66,2012
25,199,.425,468,43,.443,97,194,248,64,1707,sessira01,"Sessions,Ramon",TOT,141,2012
25,115,.394,292,26,.419,62,122,147,41,1006,sessira01,"Sessions,Ramon",CLE,82,2012
25,84,.477,176,17,.486,35,72,101,23,701,sessira01,"Sessions,Ramon",LAL,59,2012
21,166,.440,377,48,.306,157,87,109,59,1705,shumpim01,"Shumpert,Iman",NYK,111,2012
24,3,.333,9,1,.167,6,2,3,2,39,silasxa01,"Silas,Xavier",PHI,3,2012
31,8,.267,30,20,.333,60,4,7,28,418,simmobo01,"Simmons,Bobby",LAC,10,2012
22,72,.389,185,44,.346,127,30,44,66,1431,singlch01,"Singleton,Chris",WAS,38,2012
30,39,.591,66,2,.222,9,14,15,12,262,singlja01,"Singleton,James",WAS,10,2012
35,0,.000,1,0,,0,0,0,1,4,skinnbr01,"Skinner,Brian",MEM,0,2012
24,77,.445,173,2,.080,25,23,30,33,669,sloando01,"Sloan,Donald",TOT,49,2012
24,3,.429,7,0,.000,1,0,0,5,20,sloando01,"Sloan,Donald",ATL,2,2012
24,5,.417,12,0,.000,2,2,4,3,41,sloando01,"Sloan,Donald",NOH,5,2012
24,69,.448,154,2,.091,22,21,26,25,608,sloando01,"Sloan,Donald",CLE,42,2012
28,59,.509,116,0,.000,1,38,53,47,464,smithcr01,"Smith,Craig",POR,24,2012
21,7,.636,11,0,,0,0,0,8,69,smithgr02,"Smith,Greg",HOU,1,2012
23,28,.389,72,3,.333,9,7,10,26,234,smithis01,"Smith,Ish",TOT,13,2012
23,10,.400,25,2,.400,5,1,2,6,63,smithis01,"Smith,Ish",GSW,1,2012
23,18,.383,47,1,.250,4,6,8,20,171,smithis01,"Smith,Ish",ORL,12,2012
26,98,.462,212,67,.347,193,39,55,35,967,smithjr01,"Smith,J.R.",NYK,46,2012
25,180,.531,339,1,.111,9,33,47,40,947,smithja02,"Smith,Jason",NOH,40,2012
24,2,.250,8,1,.167,6,0,0,5,46,smithje01,"Smith,Jerry",NJN,0,2012
26,476,.480,992,28,.257,109,203,322,66,2329,smithjo03,"Smith,Josh",ATL,164,2012
23,54,.400,135,13,.289,45,20,28,44,541,smithno01,"Smith,Nolan",POR,42,2012
24,221,.456,485,0,.000,3,84,109,60,1345,speigma01,"Speights,Marreese",MEM,74,2012
27,212,.618,343,0,,0,125,181,59,1121,splitti01,"Splitter,Tiago",SAS,87,2012
37,24,.387,62,13,.342,38,21,23,30,273,stackje01,"Stackhouse,Jerry",ATL,13,2012
21,43,.453,95,4,.133,30,8,17,42,442,stephla01,"Stephenson,Lance",IND,36,2012
30,8,.296,27,41,.283,145,9,16,51,960,stevede01,"Stevenson,DeShawn",NJN,19,2012
26,66,.545,121,0,,0,29,41,55,766,stiemgr01,"Stiemsma,Greg",BOS,33,2012
23,11,.550,20,2,.182,11,8,11,22,179,stoneju01,"Stone,Julyan",DEN,11,2012
29,311,.491,633,5,.238,21,186,243,47,1543,stoudam01,"Stoudemire,Amar'e",NYK,112,2012
25,223,.452,493,33,.317,104,267,320,55,1644,stuckro01,"Stuckey,Rodney",DET,106,2012
24,23,.469,49,5,.313,16,7,9,15,209,summeda01,"Summers,DaJuan",NOH,8,2012
23,269,.514,523,51,.342,149,140,185,66,2183,teaguje01,"Teague,Jeff",ATL,134,2012
26,108,.456,237,33,.314,105,53,67,60,895,telfase01,"Telfair,Sebastian",PHO,68,2012
34,219,.471,465,138,.378,365,98,111,63,2000,terryja01,"Terry,Jason",DAL,127,2012
24,11,.524,21,0,,0,13,20,20,139,thabeha01,"Thabeet,Hasheem",TOT,8,2012
24,3,1.000,3,0,,0,0,0,5,23,thabeha01,"Thabeet,Hasheem",HOU,0,2012
24,8,.444,18,0,,0,13,20,15,116,thabeha01,"Thabeet,Hasheem",POR,8,2012
22,173,.491,352,83,.379,219,154,185,65,1656,thomais02,"Thomas,Isaiah",SAC,105,2012
39,73,.465,157,0,,0,14,20,53,803,thomaku01,"Thomas,Kurt",POR,31,2012
23,57,.456,125,0,.000,1,52,62,42,630,thomala01,"Thomas,Lance",NOH,24,2012
23,0,.000,3,0,,0,1,2,3,15,thomama01,"Thomas,Malcolm",SAS,0,2012
25,119,.367,324,1,.333,3,63,83,54,1013,thomaty01,"Thomas,Tyrus",CHA,53,2012
21,20,.417,48,4,.308,13,5,7,24,119,thomptr02,"Thompkins,Trey",LAC,6,2012
25,237,.537,441,0,.000,2,109,181,64,1657,thompja02,"Thompson,Jason",SAC,68,2012
21,207,.460,450,111,.414,268,79,91,66,1608,thompkl01,"Thompson,Klay",GSW,103,2012
23,3,.231,13,4,.364,11,0,0,5,95,thompmy02,"Thompson,Mychel",CLE,5,2012
20,194,.441,440,0,.000,2,106,192,60,1424,thomptr01,"Thompson,Tristan",CLE,81,2012
24,245,.497,493,107,.345,310,141,163,51,1780,thornma01,"Thornton,Marcus",SAC,84,2012
33,47,.452,104,10,.270,37,13,17,37,507,tinslja01,"Tinsley,Jamaal",UTA,52,2012
26,46,.568,81,25,.248,101,41,55,51,882,tollian01,"Tolliver,Anthony",MIN,35,2012
29,19,.594,32,0,.000,1,13,22,17,279,turiaro01,"Turiaf,Ronny",TOT,14,2012
29,3,1.000,3,0,,0,0,0,4,58,turiaro01,"Turiaf,Ronny",WAS,6,2012
29,16,.552,29,0,.000,1,13,22,13,221,turiaro01,"Turiaf,Ronny",MIA,8,2012
32,118,.480,246,91,.353,258,67,95,53,1653,turkohe01,"Turkoglu,Hedo",ORL,142,2012
23,252,.466,541,11,.224,49,73,108,65,1713,turneev01,"Turner,Evan",PHI,105,2012
20,88,.423,208,0,.000,1,29,52,42,568,tylerje01,"Tyler,Jeremy",GSW,36,2012
25,4,.308,13,1,.200,5,3,3,4,52,ubileed01,"Ubiles,Edwin",WAS,1,2012
24,127,.433,293,0,.000,2,86,114,61,1290,udohek01,"Udoh,Ekpe",TOT,53,2012
24,82,.443,185,0,,0,46,64,38,827,udohek01,"Udoh,Ekpe",GSW,35,2012
24,45,.417,108,0,.000,2,40,50,23,463,udohek01,"Udoh,Ekpe",MIL,18,2012
29,129,.473,273,17,.288,59,39,55,59,1080,udrihbe01,"Udrih,Beno",MIL,77,2012
23,35,.357,98,0,.000,1,11,19,18,370,uzohbe01,"Uzoh,Ben",TOT,19,2012
23,2,.400,5,0,,0,0,0,2,13,uzohbe01,"Uzoh,Ben",CLE,0,2012
23,33,.355,93,0,.000,1,11,19,16,357,uzohbe01,"Uzoh,Ben",TOR,19,2012
29,114,.523,218,0,.000,4,43,64,25,785,varejan01,"Varejao,Anderson",CLE,45,2012
25,182,.469,388,43,.319,135,96,117,66,1706,vasqugr01,"Vasquez,Greivis",NOH,148,2012
21,117,.539,217,0,.000,1,33,62,57,1078,veselja01,"Vesely,Jan",WAS,60,2012
27,20,.435,46,15,.333,45,6,7,13,180,villach01,"Villanueva,Charlie",DET,7,2012
21,128,.452,283,3,.375,8,18,34,51,812,vucevni01,"Vucevic,Nikola",PHI,33,2012
30,401,.513,781,15,.268,56,235,297,49,1625,wadedw01,"Wade,Dwyane",MIA,129,2012
26,57,.483,118,14,.359,39,38,54,33,469,wafervo01,"Wafer,Von",ORL,35,2012
24,32,.552,58,36,.319,113,17,20,32,620,walkebi01,"Walker,Henry",NYK,35,2012
21,212,.392,541,69,.305,226,168,213,66,1792,walkeke02,"Walker,Kemba",CHA,119,2012
21,375,.440,852,3,.071,42,317,402,66,2386,walljo01,"Wall,John",WAS,255,2012
37,33,.402,82,1,.250,4,16,47,62,980,wallabe01,"Wallace,Ben",DET,34,2012
29,241,.500,482,46,.307,150,180,225,58,2076,wallage01,"Wallace,Gerald",TOT,111,2012
29,177,.533,332,26,.265,98,125,161,42,1503,wallage01,"Wallace,Gerald",POR,84,2012
29,64,.427,150,20,.385,52,55,64,16,573,wallage01,"Wallace,Gerald",NJN,27,2012
31,17,.378,45,7,.350,20,0,0,30,364,waltolu01,"Walton,Luke",TOT,27,2012
31,6,.600,10,0,.000,4,0,0,9,65,waltolu01,"Walton,Luke",LAL,2,2012
31,11,.314,35,7,.438,16,0,0,21,299,waltolu01,"Walton,Luke",CLE,25,2012
29,73,.429,170,1,.100,10,76,99,35,503,warriha01,"Warrick,Hakim",PHO,36,2012
27,7,.500,14,0,,0,9,18,5,98,watkida01,"Watkins,Darryl",NOH,8,2012
27,93,.352,264,68,.393,173,84,104,49,1159,watsocj01,"Watson,C.J.",CHI,97,2012
32,44,.407,108,10,.192,52,31,46,50,1033,watsoea01,"Watson,Earl",UTA,85,2012
25,78,.479,163,37,.339,109,57,72,47,1140,webstma02,"Webster,Martell",MIN,46,2012
31,347,.491,707,2,.222,9,142,176,66,1925,westda01,"West,David",IND,93,2012
28,139,.489,284,27,.355,76,62,70,44,1060,westde01,"West,Delonte",DAL,76,2012
23,516,.482,1070,62,.316,196,340,413,66,2331,westbru01,"Westbrook,Russell",OKC,239,2012
